 ,Total_Area,RFP_PCT,YFP_PCT
1,51138,0,100
2,1996969,75,0
3,7957,0,100
4,363875,0,100
5,1136816,0,100
6,239815,0,100
7,94551,0,0
8,315595,0,100
9,3399,0,100
10,89105,5,0
11,731961,56,0
12,817242,0,100
13,268899,0,100
14,26998,0,0
15,33410,0,100
16,97873,0,0
17,2020375,0,65
